calcSP	promoter_id	startSite	promoter_strand	bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	
3342624	ECK120010581	3342684	forward	6526	CR	CDS	3341966	3342691	+	
2826822	ECK120010582	2826882	forward	5534	CR	CDS	2826643	2827002	+	
3375571	ECK120010583	3375591	reverse	6585	ICR	PT	3375443	3375836	-	
3913226	ECK120010584	3913246	reverse	7625	ICR	PT	3913224	3913575	-	
3913329	ECK120010585	3913349	reverse	7625	ICR	PT	3913224	3913575	-	
236853	ECK120010586	236913	forward	429	ICR	TP	236799	236930	+	
262005	ECK120010587	262065	forward	489	ICR	RBS	261981	262094	+	
563866	ECK120010588	563926	forward	1081	ICR	PP	563704	563945	+	
779677	ECK120010589	779737	forward	1511	ICR	TP	779613	779776	+	
1744379	ECK120010590	1744439	forward	3413	ICR	PP	1744152	1744458	+	
2042505	ECK120010591	2042565	forward	4047	ICR	RBS	2042473	2042572	+	
2057809	ECK120010592	2057869	forward	4063	ICR	PP	2057715	2057874	+	
2060216	ECK120010593	2060276	forward	4069	ICR	PP	2059958	2060283	+	
2284169	ECK120010594	2284229	forward	4491	ICR	RBS	2284159	2284232	+	
2464270	ECK120010595	2464330	forward	4811	ICR	RBS	2464256	2464330	+	
2518886	ECK120010596	2518946	forward	4923	ICR	PP	2518695	2518952	+	
2945346	ECK120010597	2945406	forward	5755	ICR	PP	2945201	2945408	+	
3108327	ECK120010598	3108387	forward	6061	ICR	TP	3108283	3108387	+	
3213559	ECK120010599	3213619	forward	6263	ICR	PP	3213496	3213619	+	
3980327	ECK120010600	3980387	forward	7751	ICR	RBS	3980296	3980397	+	
4173344	ECK120010601	4173404	forward	8107	ICR	PP	4173050	4173410	+	
4390276	ECK120010602	4390336	forward	8499	ICR	TP	4390173	4390382	+	
4494349	ECK120010603	4494409	forward	8709	ICR	PP	4494233	4494427	+	
696366	ECK120010604	696386	reverse	1367	ICR	PT	696357	696735	-	
925210	ECK120010605	925230	reverse	1797	ICR	PT	925195	925447	-	
1030917	ECK120010606	1030937	reverse	1972	CR	tRNA	1030848	1030935	-	
1096879	ECK120010607	1096899	reverse	2095	ICR	PP	1096876	1097108	+	
1286868	ECK120010608	1286888	reverse	2511	ICR	PT	1286846	1287004	-	
1990184	ECK120010609	1990204	reverse	3923	ICR	PT	1990142	1990292	-	
2041566	ECK120010610	2041586	reverse	4044	CR	tRNA	2041492	2041581	-	
2516255	ECK120010611	2516275	reverse	4917	ICR	PP	2516254	2516488	+	
2816699	ECK120010612	2816719	reverse	5513	ICR	PT	2816668	2816982	-	
2997066	ECK120010613	2997086	reverse	5856	CR	tRNA	2997006	2997079	-	
3316377	ECK120010614	3316397	reverse	6467	ICR	PP	3316312	3316658	+	
3320280	ECK120010615	3320300	reverse	6474	CR	CDS	3320195	3320527	-	
3706697	ECK120010616	3706717	reverse	7224	CR	tRNA	3706639	3706715	-	
4360630	ECK120010617	4360650	reverse	8438	CR	tRNA	4360574	4360649	-	
4604435	ECK120010618	4604455	reverse	8921	ICR	PT	4604425	4604691	-	
2229781	ECK120010619	2229841	forward	4397	ICR	TP	2229737	2229865	+	
4549481	ECK120010620	4549541	forward	8823	ICR	PP	4549320	4549658	+	
2253252	ECK120010621	2253312	forward	4437	ICR	PP	2253209	2253376	+	
2253254	ECK120010622	2253274	reverse	4437	ICR	PP	2253209	2253376	+	
1306671	ECK120010623	1306691	reverse	2545	ICR	PP	1306670	1306811	+	
1084101	ECK120010624	1084161	forward	2073	ICR	TP	1083871	1084214	+	
426369	ECK120010625	426429	forward	822	CR	CDS	425361	426488	+	
1078331	ECK120010626	1078391	forward	2065	ICR	PP	1078106	1078527	+	
425219	ECK120010627	425279	forward	820	CR	CDS	424235	425305	+	
3513155	ECK120010628	3513175	reverse	6900	CR	CDS	3513099	3513935	-	
1675979	ECK120010629	1675999	reverse	3287	ICR	PP	1675928	1676450	+	
2301576	ECK120010630	2301596	reverse	4529	ICR	PP	2301520	2301627	+	
2520507	ECK120010631	2520527	reverse	4933	ICR	PT	2520500	2520750	-	
2520565	ECK120010632	2520585	reverse	4933	ICR	PT	2520500	2520750	-	
2017548	ECK120010633	2017608	forward	3983	ICR	TP	2017538	2017641	+	
2017559	ECK120010634	2017619	forward	3983	ICR	TP	2017538	2017641	+	
3126078	ECK120010635	3126098	reverse	6087	ICR	PP	3126044	3126293	+	
3126168	ECK120010636	3126228	forward	6087	ICR	PP	3126044	3126293	+	
1057187	ECK120010637	1057207	reverse	2027	ICR	PP	1057178	1057306	+	
996766	ECK120010638	996786	reverse	1905	ICR	PP	996736	997090	+	
4465326	ECK120010639	4465386	forward	8655	ICR	PP	4465270	4465453	+	
1906796	ECK120010640	1906816	reverse	3745	ICR	PP	1906791	1906948	+	
510615	ECK120010641	510635	reverse	981	ICR	PP	510604	510864	+	
3517382	ECK120010642	3517402	reverse	6907	ICR	PT	3517087	3517486	-	
3517169	ECK120010643	3517189	reverse	6907	ICR	PT	3517087	3517486	-	
3515602	ECK120010644	3515622	reverse	6904	CR	CDS	3515420	3516508	-	
3514254	ECK120010645	3514274	reverse	6902	CR	CDS	3514042	3515328	-	
3513984	ECK120010646	3514004	reverse	6901	ICR	RBS	3513936	3514041	-	
4231619	ECK120010647	4231639	reverse	8209	ICR	PP	4231257	4231780	+	
4231542	ECK120010648	4231562	reverse	8209	ICR	PP	4231257	4231780	+	
4231685	ECK120010649	4231745	forward	8209	ICR	PP	4231257	4231780	+	
1337194	ECK120010650	1337214	reverse	2607	ICR	PP	1337185	1337353	+	
1819730	ECK120010651	1819750	reverse	3565	ICR	PT	1819644	1819941	-	
1337238	ECK120010654	1337258	reverse	2607	ICR	PP	1337185	1337353	+	
4638511	ECK120010655	4638531	reverse	8986	CR	CDS	4638425	4638565	+	
4638515	ECK120010656	4638535	reverse	8986	CR	CDS	4638425	4638565	+	
3144365	ECK120010657	3144385	reverse	6123	ICR	PT	3144284	3144471	-	
4638538	ECK120010658	4638558	reverse	8986	CR	CDS	4638425	4638565	+	
4638602	ECK120010659	4638622	reverse	8987	ICR	TP	4638566	4638964	+	
4638691	ECK120010660	4638711	reverse	8987	ICR	TP	4638566	4638964	+	
4638804	ECK120010661	4638824	reverse	8987	ICR	TP	4638566	4638964	+	
1078128	ECK120010662	1078148	reverse	2065	ICR	PP	1078106	1078527	+	
3534709	ECK120010663	3534729	reverse	6937	ICR	PP	3534607	3534833	+	
3534641	ECK120010664	3534661	reverse	6937	ICR	PP	3534607	3534833	+	
3534757	ECK120010665	3534777	reverse	6937	ICR	PP	3534607	3534833	+	
3775252	ECK120010666	3775312	forward	7361	ICR	TP	3775051	3775421	+	
4540657	ECK120010667	4540717	forward	8807	ICR	TP	4540657	4541137	+	
4539834	ECK120010668	4539894	forward	8805	ICR	TP	4539583	4540059	+	
1333388	ECK120010669	1333448	forward	2602	CR	CDS	1333315	1333482	+	
1333745	ECK120010670	1333805	forward	2603	ICR	TP	1333483	1333854	+	
131459	ECK120010671	131519	forward	231	ICR	PP	131261	131614	+	
4440264	ECK120010672	4440284	reverse	8615	ICR	PP	4440200	4440404	+	
1486154	ECK120010673	1486214	forward	2897	ICR	TP	1486060	1486255	+	
2598399	ECK120010674	2598459	forward	5086	CR	CDS	2597928	2598500	+	
2058945	ECK120010675	2058965	reverse	4067	ICR	PT	2058939	2059039	-	
2663363	ECK120010676	2663423	forward	5199	ICR	TP	2663267	2663456	+	
2597841	ECK120010677	2597901	forward	5085	ICR	PP	2597783	2597927	+	
2518786	ECK120010678	2518806	reverse	4923	ICR	PP	2518695	2518952	+	
2518778	ECK120010679	2518798	reverse	4923	ICR	PP	2518695	2518952	+	
2518732	ECK120010680	2518752	reverse	4923	ICR	PP	2518695	2518952	+	
1010829	ECK120010681	1010889	forward	1928	CR	CDS	1009187	1011094	+	
3556109	ECK120010682	3556129	reverse	6967	ICR	PP	3556102	3556289	+	
1386848	ECK120010683	1386868	reverse	2705	ICR	PP	1386836	1386953	+	
4049906	ECK120010684	4049966	forward	7891	ICR	TP	4049880	4050067	+	
3646475	ECK120010685	3646535	forward	7129	ICR	PP	3645857	3646550	+	
34158	ECK120010686	34218	forward	67	ICR	TP	34039	34299	+	
42265	ECK120010687	42325	forward	81	ICR	PP	41932	42402	+	
2246562	ECK120010688	2246582	reverse	4425	ICR	PT	2246555	2246758	-	
972567	ECK120010689	972627	forward	1870	CR	CDS	971845	972624	-	
4040033	ECK120010690	4040053	reverse	7871	ICR	PP	4040023	4040091	+	
4040124	ECK120010691	4040144	reverse	7872	CR	CDS	4040092	4040361	+	
2708188	ECK120010692	2708208	reverse	5283	ICR	PP	2708035	2708441	+	
1266062	ECK120010693	1266122	forward	2460	CR	CDS	1265317	1266150	+	
1267017	ECK120010694	1267077	forward	2464	CR	CDS	1266543	1267352	+	
1451674	ECK120010695	1451694	reverse	2843	ICR	PP	1451667	1451950	+	
3809998	ECK120010696	3810018	reverse	7432	CR	CDS	3809914	3810582	-	
3598816	ECK120010697	3598836	reverse	7049	ICR	PT	3598807	3599050	-	
4638684	ECK120010698	4638704	reverse	8987	ICR	TP	4638566	4638964	+	
576073	ECK120010699	576093	reverse	1123	ICR	PP	574977	576620	+	
770447	ECK120010700	770507	forward	1489	ICR	TP	769835	770680	+	
4363395	ECK120010701	4363415	reverse	8445	ICR	PT	4363380	4363494	-	
960328	ECK120010702	960388	forward	1849	ICR	TP	960252	960423	+	
738143	ECK120010703	738203	forward	1439	ICR	TP	738077	738223	+	
2301579	ECK120010704	2301599	reverse	4529	ICR	PP	2301520	2301627	+	
738584	ECK120010705	738644	forward	1440	CR	CDS	738224	738733	+	
3740621	ECK120010706	3740641	reverse	7291	ICR	PP	3740556	3740755	+	
1570076	ECK120010707	1570096	reverse	3059	ICR	PT	1570070	1570430	-	
3665610	ECK120010708	3665630	reverse	7165	ICR	PT	3665604	3665813	-	
1451829	ECK120010709	1451889	forward	2843	ICR	PP	1451667	1451950	+	
2522912	ECK120010710	2522932	reverse	4937	ICR	PP	2522901	2523148	+	
384369	ECK120010711	384429	forward	745	ICR	PP	383841	384455	+	
3559852	ECK120010712	3559872	reverse	6975	ICR	PP	3559847	3560035	+	
3559483	ECK120010713	3559503	reverse	6973	ICR	RBS	3559476	3559519	-	
3558894	ECK120010714	3558914	reverse	6972	CR	CDS	3558645	3559475	-	
3558759	ECK120010715	3558779	reverse	6972	CR	CDS	3558645	3559475	-	
794225	ECK120010716	794285	forward	1551	ICR	TP	794146	794311	+	
4375748	ECK120010717	4375768	reverse	8473	ICR	RBS	4375746	4375833	-	
882812	ECK120010718	882872	forward	1711	ICR	PP	882612	882895	+	
2836134	ECK120010719	2836154	reverse	5549	ICR	PT	2836128	2836275	-	
1150737	ECK120010720	1150797	forward	2217	ICR	TP	1150628	1150837	+	
1236672	ECK120010721	1236732	forward	2413	ICR	PP	1236465	1236793	+	
1236701	ECK120010722	1236761	forward	2413	ICR	PP	1236465	1236793	+	
2702225	ECK120010724	2702245	reverse	5271	ICR	PT	2702086	2702356	-	
2699815	ECK120010725	2699835	reverse	5266	CR	CDS	2699763	2700491	-	
4198139	ECK120010726	4198199	forward	8159	ICR	TP	4198118	4198303	+	
460606	ECK120010727	460666	forward	889	ICR	TP	460467	460674	+	
460559	ECK120010728	460619	forward	889	ICR	TP	460467	460674	+	
460496	ECK120010729	460556	forward	889	ICR	TP	460467	460674	+	
460469	ECK120010730	460529	forward	889	ICR	TP	460467	460674	+	
2632159	ECK120010731	2632219	forward	5145	ICR	PP	2632093	2632253	+	
1739165	ECK120010732	1739225	forward	3405	ICR	TP	1739147	1739436	+	
1739343	ECK120010733	1739403	forward	3405	ICR	TP	1739147	1739436	+	
2909370	ECK120010734	2909390	reverse	5691	ICR	PT	2909362	2909438	-	
2909357	ECK120010735	2909377	reverse	5690	CR	CDS	2909113	2909361	-	
484902	ECK120010736	484922	reverse	937	ICR	PP	484844	484984	+	
910279	ECK120010737	910299	reverse	1773	ICR	PT	910273	910404	-	
1830363	ECK120010738	1830423	forward	3585	ICR	PP	1830007	1830451	+	
3268594	ECK120010739	3268614	reverse	6366	CR	ncRNA	3268238	3268614	-	
1297512	ECK120010740	1297532	reverse	2529	ICR	PP	1297345	1297820	+	
2059982	ECK120010741	2060002	reverse	4069	ICR	PP	2059958	2060283	+	
1189686	ECK120010742	1189706	reverse	2291	ICR	PT	1189671	1189838	-	
1010822	ECK120010743	1010882	forward	1928	CR	CDS	1009187	1011094	+	
960880	ECK120010744	960940	forward	1850	CR	CDS	960424	961107	+	
1189711	ECK120010745	1189731	reverse	2291	ICR	PT	1189671	1189838	-	
3728810	ECK120010746	3728830	reverse	7273	ICR	PP	3728789	3729153	+	
1229669	ECK120010747	1229689	reverse	2401	ICR	PP	1229618	1229989	+	
1347133	ECK120010748	1347153	reverse	2630	CR	CDS	1347004	1348131	-	
1346948	ECK120010749	1346968	reverse	2629	ICR	RBS	1346937	1347003	-	
471720	ECK120010750	471780	forward	909	ICR	TP	471642	471821	+	
3732869	ECK120010751	3732929	forward	7278	CR	CDS	3731743	3732924	+	
3740637	ECK120010752	3740697	forward	7291	ICR	PP	3740556	3740755	+	
1461473	ECK120010753	1461533	forward	2865	ICR	TP	1461463	1461562	+	
3729032	ECK120010754	3729092	forward	7273	ICR	PP	3728789	3729153	+	
4364846	ECK120010755	4364866	reverse	8447	ICR	PT	4364797	4364913	-	
121630	ECK120010756	121650	reverse	221	ICR	PP	121552	122091	+	
4044903	ECK120010757	4044963	forward	7881	ICR	PP	4044626	4044988	+	
3616500	ECK120010758	3616560	forward	7086	CR	CDS	3615799	3616605	+	
2599133	ECK120010759	2599193	forward	5089	ICR	TP	2598971	2599222	+	
889979	ECK120010760	889999	reverse	1729	ICR	PP	889977	890135	+	
2854981	ECK120010761	2855041	forward	5587	ICR	PP	2854829	2855114	+	
3611591	ECK120010762	3611651	forward	7077	ICR	TP	3611580	3611689	+	
956758	ECK120010763	956818	forward	1843	ICR	TP	956678	956875	+	
1811746	ECK120010764	1811766	reverse	3551	ICR	PP	1811688	1811890	+	
4199715	ECK120010765	4199735	reverse	8165	ICR	PP	4199712	4199948	+	
4199868	ECK120010766	4199928	forward	8165	ICR	PP	4199712	4199948	+	
3654794	ECK120010767	3654814	reverse	7149	ICR	PP	3654764	3655017	+	
4194957	ECK120010768	4194977	reverse	8152	CR	CDS	4194926	4195699	+	
4194862	ECK120010769	4194882	reverse	8151	ICR	PP	4194832	4194925	+	
4105437	ECK120010770	4105497	forward	7989	ICR	TP	4105395	4105574	+	
1666607	ECK120010771	1666627	reverse	3267	ICR	PT	1666589	1666722	-	
1666595	ECK120010772	1666615	reverse	3267	ICR	PT	1666589	1666722	-	
930234	ECK120010773	930254	reverse	1805	ICR	PT	930186	930307	-	
4391640	ECK120010774	4391700	forward	8508	CR	CDS	4390951	4392090	-	
4391900	ECK120010775	4391960	forward	8508	CR	CDS	4390951	4392090	-	
4391998	ECK120010776	4392058	forward	8508	CR	CDS	4390951	4392090	-	
4338559	ECK120010777	4338579	reverse	8401	ICR	PT	4338545	4338742	-	
4336045	ECK120010778	4336065	reverse	8399	ICR	PT	4335953	4336276	-	
4103748	ECK120010879	4103808	forward	7985	ICR	PP	4103694	4103842	+	
161495	ECK120010937	161515	reverse	289	ICR	RBS	161487	161500	-	
1940665	ECK120010964	1940685	reverse	3813	ICR	PP	1940608	1940685	+	
3244470	ECK120010971	3244530	forward	6312	CR	CDS	3243126	3244544	+	
1655967	ECK120010974	1656027	forward	3251	ICR	TP	1655895	1656092	+	
3851300	ECK120010980	3851360	forward	7507	ICR	PP	3851281	3851575	+	
4213365	ECK120010987	4213425	forward	8187	ICR	TP	4213233	4213500	+	
70181	ECK120010988	70241	forward	125	ICR	PP	70049	70386	+	
4152848	ECK120010989	4152908	forward	8070	CR	CDS	4151719	4152870	-	
289544	ECK120010990	289564	reverse	559	ICR	PP	289530	289652	+	
4476347	ECK120010991	4476367	reverse	8679	ICR	PP	4476335	4476495	+	
2739203	ECK120010992	2739223	reverse	5339	ICR	PP	2739173	2739381	+	
784754	ECK120010993	784814	forward	1533	ICR	PP	784541	784855	+	
1786282	ECK120010994	1786342	forward	3494	CR	CDS	1785469	1786302	+	
405444	ECK120010995	405504	forward	786	CR	CDS	404988	405446	+	
121651	ECK120010996	121671	reverse	221	ICR	PP	121552	122091	+	
808495	ECK120010997	808515	reverse	1575	ICR	PP	808481	808566	+	
808465	ECK120010998	808525	forward	1574	CR	CDS	807191	808480	-	
167382	ECK120010999	167442	forward	295	ICR	TP	167265	167483	+	
4054374	ECK120011000	4054394	reverse	7899	ICR	PT	4054363	4054647	-	
2350453	ECK120011001	2350473	reverse	4595	ICR	PP	2350397	2350668	+	
4131775	ECK120011002	4131835	forward	8041	ICR	TP	4131530	4131857	+	
4130509	ECK120011003	4130569	forward	8039	ICR	TP	4130291	4130638	+	
4221771	ECK120011004	4221831	forward	8197	ICR	PP	4221652	4221850	+	
1278970	ECK120011005	1279030	forward	2495	ICR	TP	1278572	1279086	+	
1277095	ECK120011006	1277155	forward	2493	ICR	PP	1276842	1277179	+	
3491949	ECK120011007	3492009	forward	6857	ICR	TP	3491772	3492032	+	
986295	ECK120011008	986315	reverse	1889	ICR	PT	986206	986807	-	
4156420	ECK120011009	4156480	forward	8079	ICR	PP	4156418	4156512	+	
400871	ECK120011010	400931	forward	777	ICR	TP	400871	400970	+	
416265	ECK120011011	416325	forward	807	ICR	PP	416177	416365	+	
2595783	ECK120011012	2595803	reverse	5081	ICR	PT	2595641	2595852	-	
4205630	ECK120011013	4205650	reverse	8173	ICR	PP	4205556	4206169	+	
2693591	ECK120011014	2693611	reverse	5247	ICR	PP	2693566	2693822	+	
2619115	ECK120011015	2619175	forward	5125	ICR	PP	2618895	2619218	+	
1735653	ECK120011016	1735713	forward	3399	ICR	PP	1735570	1735867	+	
1121846	ECK120011017	1121866	reverse	2153	ICR	PT	1121831	1121935	-	
1003895	ECK120011018	1003955	forward	1919	ICR	TP	1003881	1003990	+	
2821821	ECK120011019	2821841	reverse	5521	ICR	PT	2821792	2821870	-	
4098722	ECK120011020	4098782	forward	7975	ICR	PP	4098549	4098832	+	
4271974	ECK120011021	4272034	forward	8281	ICR	PP	4271895	4272147	+	
4630667	ECK120011022	4630727	forward	8966	CR	CDS	4628756	4630693	+	
4271939	ECK120011023	4271959	reverse	8281	ICR	PP	4271895	4272147	+	
812625	ECK120011024	812685	forward	1583	ICR	TP	812171	812748	+	
2308429	ECK120011025	2308449	reverse	4541	ICR	PT	2308428	2308500	-	
3098753	ECK120011026	3098773	reverse	6043	ICR	PT	3098751	3098925	-	
4029016	ECK120011027	4029036	reverse	7849	ICR	PP	4028995	4029183	+	
259362	ECK120011028	259382	reverse	485	ICR	PP	259325	259611	+	
4265045	ECK120011029	4265105	forward	8269	ICR	TP	4264885	4265136	+	
3550986	ECK120011030	3551046	forward	6961	ICR	PP	3550496	3551106	+	
1015701	ECK120011031	1015721	reverse	1939	ICR	RBS	1015694	1015761	-	
3303862	ECK120011032	3303882	reverse	6443	ICR	PT	3303840	3303992	-	
1686444	ECK120011033	1686464	reverse	3305	ICR	PP	1686402	1686599	+	
3220513	ECK120011034	3220573	forward	6277	ICR	TP	3220472	3220654	+	
2931856	ECK120011035	2931876	reverse	5727	ICR	PP	2931711	2932256	+	
2337459	ECK120011036	2337479	reverse	4577	ICR	PP	2337443	2337588	+	
2475748	ECK120011037	2475768	reverse	4851	ICR	PP	2475652	2475868	+	
4297410	ECK120011038	4297430	reverse	8325	ICR	PT	4297390	4297586	-	
2976953	ECK120011039	2976973	reverse	5809	ICR	PP	2976922	2977042	+	
2976912	ECK120011040	2976972	forward	5808	CR	CDS	2975659	2976921	-	
1697232	ECK120011041	1697252	reverse	3321	ICR	PP	1697205	1697378	+	
3150037	ECK120011042	3150097	forward	6137	ICR	PP	3150007	3150257	+	
2683576	ECK120011043	2683596	reverse	5233	ICR	PP	2683530	2683856	+	
2708319	ECK120011044	2708379	forward	5283	ICR	PP	2708035	2708441	+	
989617	ECK120011045	989637	reverse	1893	ICR	PP	989580	989844	+	
1261380	ECK120011046	1261400	reverse	2452	CR	CDS	1261249	1262100	-	
1894773	ECK120011047	1894833	forward	3719	ICR	TP	1894773	1894955	+	
3399131	ECK120011130	3399151	reverse	6627	ICR	PT	3399110	3399413	-	
3376674	ECK120011144	3376694	reverse	6589	ICR	PT	3376674	3376891	-	
3440567	ECK120011146	3440587	reverse	6723	ICR	PT	3440494	3440639	-	
1445371	ECK120011152	1445391	reverse	2837	ICR	PP	1445308	1445542	+	
3086217	ECK120015157	3086277	forward	6013	ICR	TP	3085883	3086305	+	
1554344	ECK120015158	1554364	reverse	3035	ICR	PP	1554305	1554648	+	
3806241	ECK120015159	3806261	reverse	7421	ICR	PP	3806122	3806562	+	
3806183	ECK120015160	3806203	reverse	7421	ICR	PP	3806122	3806562	+	
3806479	ECK120015161	3806539	forward	7421	ICR	PP	3806122	3806562	+	
3806219	ECK120015162	3806279	forward	7421	ICR	PP	3806122	3806562	+	
3851260	ECK120015163	3851280	reverse	7506	CR	ncRNA	3851141	3851280	-	
3851195	ECK120015164	3851215	reverse	7506	CR	ncRNA	3851141	3851280	-	
2666966	ECK120015165	2666986	reverse	5205	ICR	PP	2666919	2667053	+	
2666944	ECK120015166	2667004	forward	5205	ICR	PP	2666919	2667053	+	
347675	ECK120015167	347695	reverse	681	ICR	PP	347668	347905	+	
817140	ECK120015168	817200	forward	1588	CR	CDS	816267	817256	+	
3495716	ECK120015375	3495776	forward	6862	CR	CDS	3495025	3495831	+	
3099642	ECK120015376	3099662	reverse	6044	CR	CDS	3098926	3099645	-	
3495755	ECK120015377	3495815	forward	6862	CR	CDS	3495025	3495831	+	
3057355	ECK120015378	3057375	reverse	5961	ICR	PT	3057348	3057402	-	
2577270	ECK120015379	2577330	forward	5052	CR	CDS	2576688	2577638	+	
1822988	ECK120015380	1823008	reverse	3573	ICR	PT	1822962	1823163	-	
1064722	ECK120015381	1064782	forward	2039	ICR	TP	1064516	1064807	+	
2507463	ECK120015382	2507483	reverse	4901	ICR	PP	2507449	2507651	+	
1290568	ECK120015383	1290628	forward	2519	ICR	TP	1290479	1290679	+	
2004079	ECK120015384	2004139	forward	3952	CR	CDS	2003737	2004102	+	
2220122	ECK120015385	2220142	reverse	4377	ICR	PP	2220012	2220206	+	
4158805	ECK120015386	4158825	reverse	8082	CR	CDS	4157413	4158813	-	
2481593	ECK120015387	2481653	forward	4859	ICR	PP	2481362	2481776	+	
2481603	ECK120015388	2481663	forward	4859	ICR	PP	2481362	2481776	+	
65783	ECK120015389	65803	reverse	119	ICR	PT	65781	65854	-	
932381	ECK120015390	932441	forward	1809	ICR	TP	932313	932446	+	
531554	ECK120015391	531614	forward	1021	ICR	PP	531446	531674	+	
531504	ECK120015392	531524	reverse	1021	ICR	PP	531446	531674	+	
3579074	ECK120015393	3579134	forward	7005	ICR	PP	3579040	3579160	+	
1634607	ECK120015394	1634627	reverse	3160	CR	CDS	1629026	1650862	-	
1634607	ECK120015394	1634627	reverse	3171	ICR	PP	1634392	1634779	+	
4603697	ECK120015395	4603717	reverse	8913	ICR	PP	4603687	4603826	+	
1980446	ECK120015396	1980466	reverse	3895	ICR	PT	1980412	1980577	-	
3346383	ECK120015397	3346443	forward	6537	ICR	TP	3346261	3346473	+	
578124	ECK120015398	578144	reverse	1133	ICR	PT	578117	578406	-	
1680102	ECK120015399	1680162	forward	3295	ICR	PP	1680055	1680182	+	
1717741	ECK120015400	1717801	forward	3363	ICR	PP	1717627	1717899	+	
1717712	ECK120015401	1717772	forward	3363	ICR	PP	1717627	1717899	+	
702378	ECK120015402	702398	reverse	1376	CR	CDS	702034	702834	-	
174901	ECK120015403	174921	reverse	305	ICR	PP	174883	175106	+	
655689	ECK120015404	655749	forward	1273	ICR	PP	655192	655779	+	
882711	ECK120015405	882731	reverse	1711	ICR	PP	882612	882895	+	
584868	ECK120015406	584888	reverse	1153	ICR	PP	584857	585279	+	
21190	ECK120015407	21210	reverse	48	CR	CDS	21181	21399	+	
21100	ECK120015408	21120	reverse	47	ICR	PP	21079	21180	+	
1599424	ECK120015409	1599484	forward	3095	ICR	PP	1599266	1599513	+	
4109527	ECK120015411	4109547	reverse	7996	CR	CDS	4108763	4109530	-	
3070859	ECK120015412	3070879	reverse	5986	CR	CDS	3070694	3071713	-	
1948621	ECK120015413	1948641	reverse	3833	ICR	PP	1948547	1948855	+	
2576532	ECK120015414	2576592	forward	5051	ICR	PP	2576400	2576687	+	
3717394	ECK120015415	3717454	forward	7243	ICR	PP	3717068	3717500	+	
4437474	ECK120015416	4437534	forward	8609	ICR	PP	4437286	4437609	+	
1524015	ECK120015417	1524035	reverse	2981	ICR	PP	1524005	1524270	+	
1524024	ECK120015418	1524044	reverse	2981	ICR	PP	1524005	1524270	+	
601092	ECK120015419	601152	forward	1175	ICR	TP	601081	601181	+	
1113416	ECK120015420	1113436	reverse	2133	ICR	PT	1113405	1113486	-	
902972	ECK120015421	902992	reverse	1759	ICR	PT	902958	903174	-	
899829	ECK120015422	899849	reverse	1751	ICR	PT	899799	900088	-	
1804287	ECK120015423	1804347	forward	3533	ICR	PP	1804108	1804393	+	
1725765	ECK120015424	1725825	forward	3382	CR	CDS	1724683	1725780	+	
903726	ECK120015425	903746	reverse	1761	ICR	PP	903691	903815	+	
3066128	ECK120015426	3066148	reverse	5977	ICR	RBS	3066103	3066194	-	
3066187	ECK120015427	3066207	reverse	5977	ICR	RBS	3066103	3066194	-	
4010847	ECK120015428	4010907	forward	7817	ICR	PP	4010840	4011075	+	
4010858	ECK120015429	4010878	reverse	7817	ICR	PP	4010840	4011075	+	
4010840	ECK120015430	4010860	reverse	7817	ICR	PP	4010840	4011075	+	
1946189	ECK120015431	1946209	reverse	3829	ICR	RBS	1946176	1946203	-	
1945443	ECK120015432	1945463	reverse	3828	CR	CDS	1945435	1946175	-	
1946678	ECK120015433	1946698	reverse	3831	ICR	PT	1946657	1946773	-	
1944108	ECK120015434	1944168	forward	3821	ICR	PT	1944001	1944138	-	
1944074	ECK120015435	1944134	forward	3821	ICR	PT	1944001	1944138	-	
1124685	ECK120015436	1124745	forward	2159	ICR	PP	1124550	1124784	+	
3811815	ECK120015437	3811875	forward	7434	CR	CDS	3810754	3811974	+	
1262759	ECK120015438	1262779	reverse	2455	ICR	PP	1262724	1262936	+	
2194406	ECK120015463	2194466	forward	4341	ICR	TP	2194356	2194495	+	
3644075	ECK120015464	3644135	forward	7124	CR	CDS	3643408	3644250	+	
2510737	ECK120015467	2510757	reverse	4907	ICR	PP	2510729	2511063	+	
136920	ECK120015468	136940	reverse	241	ICR	PP	136918	137082	+	
2744256	ECK120015469	2744276	reverse	5355	ICR	PT	2744208	2744455	-	
1540694	ECK120015471	1540714	reverse	3009	ICR	RBS	1540615	1540695	-	
533071	ECK120015472	533131	forward	1025	ICR	TP	533051	533139	+	
545615	ECK120015473	545635	reverse	1045	ICR	PP	545588	545903	+	
4633356	ECK120015489	4633376	reverse	8975	ICR	PP	4633334	4633543	+	
2151943	ECK120015494	2152003	forward	4261	ICR	PP	2151762	2152039	+	
2237393	ECK120015495	2237413	reverse	4412	CR	CDS	2237372	2238370	-	
1250166	ECK120015496	1250226	forward	2437	ICR	PP	1250062	1250288	+	
1250147	ECK120015497	1250167	reverse	2437	ICR	PP	1250062	1250288	+	
845834	ECK120015498	845854	reverse	1646	CR	CDS	845683	846342	-	
2585437	ECK120015500	2585497	forward	5062	CR	CDS	2583753	2585453	+	
1808134	ECK120015516	1808194	forward	3543	ICR	TP	1808073	1808234	+	
3719028	ECK120015517	3719088	forward	7252	CR	CDS	3718703	3719224	+	
